estate_name,stage_name
ELPIS Estate,11
ELPIS Estate,18
ELPIS Estate,2
ELPIS Estate,3
ELPIS Estate,4
ELPIS Estate,6
ELPIS Estate,7
ELPIS Estate,8
ELPIS Estate,9
Eagle Heights,1
East 35,1
East Estate,1
East Estate,2
East Estate,3
East Estate,4
East Estate,5
East Estate,5A
East Estate,6
East Estate,7
Eastleigh,1
Eastleigh,2
Eastwood Estate,1
Eastwood Estate,2
Eastwood Estate,3
Ecoville Estate,1
Eden Gardens Estate,10
Eden Gardens Estate,12
Eden Gardens Estate,3
Eden Gardens Estate,9
Eden Rise,1
Edgebrook Estate,1
Edgebrook Estate,10
Edgebrook Estate,14
Edgebrook Estate,14A
Edgebrook Estate,15
Edgebrook Estate,15A
Edgebrook Estate,2
Edgebrook Estate,3
Edgebrook Estate,4
Edgebrook Estate,5
Edgebrook Estate,6
Edgebrook Estate,7
Edgebrook Estate,8
Edgebrook Estate,9
Edgeleigh Estate,1
Elana Place Estate,1
Elana Place Estate,2
Elements Estate,10
Elements Estate,11
Elements Estate,12
Elements Estate,13
Elements Estate,14
Elements Estate,16
Elements Estate,17
Elements Estate,18
Elements Estate,19
Elements Estate,20
Elements Estate,21
Elements Estate,22
Elements Estate,24
Elements Estate,25
Elements Estate,27
Elements Estate,4
Elements Estate,5
Elements Estate,6
Elements Estate,8
Elinya Estate,1
Elinya Estate,2
Elinya Estate,3
Elinya Estate,4
Elisha Court,1
Elisha court,10
Eliston Estate,10
Eliston Estate,11
Eliston Estate,12
Eliston Estate,13
Eliston Estate,15
Eliston Estate,16
Eliston Estate,17
Eliston Estate,18
Eliston Estate,19
Eliston Estate,20
Eliston Estate,21
Eliston Estate,23
Eliston Estate,24
Eliston Estate,24B
Eliston Estate,25
Eliston Estate,26
Eliston Estate,29
Eliston Estate,31
Eliston Estate,6
Eliston Estate,7
Ellarook Estate,1
Ellarook Estate,10
Ellarook Estate,11
Ellarook Estate,12
Ellarook Estate,2
Ellarook Estate,3
Ellarook Estate,4
Ellarook Estate,5
Ellarook Estate,6
Ellarook Estate,7
Ellarook Estate,8
Ellarook Estate,9
Ellerton Estate,1
Ellerton Estate,2
Ellerton Estate,3
Ellerton Estate,4
Ellerton Estate,5
Ellery Estate,10
Ellery Estate,11
Ellery Estate,14
Ellery Estate,15
Ellery Estate,17
Ellery Estate,7
Ellery Estate,8
Ellery Estate,9
Elysium,1
Elysium,Alpha A
Elysium,Alpha B
Elyssia Estate,1
Elyssia Estate,2
Elyssia Estate,3
Elyssia Estate,4
Emberwood,1
Emberwood,10
Emberwood,11
Emberwood,3
Emberwood,4
Emberwood,5
Emberwood,6
Emberwood,7
Emberwood,7b
Emberwood,8
Emberwood,9
Emerald Estate,1
Emerald Park Estate,1
Emerald Park Estate,10
Emerald Park Estate,11
Emerald Park Estate,12
Emerald Park Estate,13
Emerald Park Estate,14
Emerald Park Estate,15
Emerald Park Estate,16
Emerald Park Estate,17
Emerald Park Estate,18
Emerald Park Estate,19
Emerald Park Estate,2
Emerald Park Estate,20
Emerald Park Estate,21
Emerald Park Estate,23
Emerald Park Estate,24
Emerald Park Estate,25
Emerald Park Estate,29
Emerald Park Estate,3
Emerald Park Estate,30
Emerald Park Estate,31
Emerald Park Estate,33
Emerald Park Estate,34
Emerald Park Estate,4
Emerald Park Estate,5
Emerald Park Estate,5A
Emerald Park Estate,6
Emerald Park Estate,7
Emerald Park Estate,8
Emerald Park Estate,9
Emerald Waters,6
Emerlad Estate Elliminyt,1
Emerlad Estate Elliminyt,2
Emerlad Estate Elliminyt,3
Emerton Estate,2
Eminence Estate,2
Eminence Estate,3
Empire Estate,1
Empire Estate,2
Emu Springs,1
Emu Springs,2
Emu Springs,3
Enchanted Estate,10
Epping Views Estate,2
Epping Views Estate,3
Epping Views Estate,4
Essence - Bacchus Marsh,6
Essence - Officer,1
Essence - Officer,2
Estuary,15
Estuary,16
Estuary,16C
Estuary,17AW
Estuary,17B
Estuary,17P
Estuary,18
Estuary,19
Estuary,20
Estuary,20B
Eucalypt Estate,24
Eucalypt Estate,29
Eucalypt Estate,30
Eucalypt Estate,34
Eucalypt Estate,35
Evans on Vine,1
Evans on Vine,2
Evans on Vine,3
Evans on Vine,4
Evergreen Estate,1
Evergreen Estate,10
Evergreen Estate,13
Evergreen Estate,16
Evergreen Estate,17
Evergreen Estate,18
Evergreen Estate,19
Evergreen Estate,2
Evergreen Estate,20
Evergreen Estate,21
Evergreen Estate,22
Evergreen Estate,23
Evergreen Estate,24
Evergreen Estate,25
Evergreen Estate,26
Evergreen Estate,27
Evergreen Estate,28
Evergreen Estate,29
Evergreen Estate,3
Evergreen Estate,5
Evergreen Estate,6
Evergreen Estate,7
Evergreen Estate,8
Evergreen Estate,9
Everley,1
Everley,2
Everley,3
Everley,4
Everley,5
Everley,6
Everley,7
Everley,9
Evermore,2
Everton,1
Everton,2
Everton,3
Exford Waters Estate,10
Exford Waters Estate,11
Exford Waters Estate,12
Exford Waters Estate,17
Exford Waters Estate,18
Exford Waters Estate,1A
Exford Waters Estate,2
Exford Waters Estate,24
Exford Waters Estate,25
Exford Waters Estate,3
Exford Waters Estate,4
Exford Waters Estate,5
Exford Waters Estate,50
Exford Waters Estate,6
Exford Waters Estate,7
Exford Waters Estate,8
Exford Waters Estate,9
Eynesbury Estate,10
Eynesbury Estate,11A2
Eynesbury Estate,11A3
Eynesbury Estate,11A4
Eynesbury Estate,11A5
Eynesbury Estate,11A6
Eynesbury Estate,15A
Eynesbury Estate,15B
Eynesbury Estate,18A
Eynesbury Estate,18D
Eynesbury Estate,23D
Eynesbury Estate,4A1
Eynesbury Estate,4A2
Eynesbury Estate,4A3
Eynesbury Estate,5
Eynesbury Estate,5C
Eynesbury Estate,6A
Eynesbury Estate,6B
Eynesbury Estate,6C
Eynesbury Estate,6D
Eynesbury Estate,6E
Eynesbury Estate,6F
Eynesbury Estate,8A
Eynesbury Estate,8B
Eynesbury Estate,8C
Fairview,3
Fairway Crt,1
Featherbrook Estate,21
Featherbrook Estate,25
Featherbrook Estate,26
Featherbrook Estate,27A
Featherbrook Estate,27B
Featherbrook Estate,29
Featherbrook Estate,30
Featherbrook Estate,30A
Featherbrook Estate,6
Featherbrook Estate,7B
Featherton Rise Estate,10
Featherton Rise Estate,6
Featherton Rise Estate,7
Featherton Rise Estate,8
Fellow Estate,1
Fernlea,1
Fernlea,2
Ferntree Ridge,10
Ferntree Ridge,10A
Ferntree Ridge,11
Ferntree Ridge,12
Ferntree Ridge,2
Ferntree Ridge,4
Ferntree Ridge,5
Ferntree Ridge,6
Ferntree Ridge,7
Ferntree Ridge,8
Ferntree Ridge,9
Findonview Estate,1
Findonview Estate,2
Five Farms Estate,10
Five Farms Estate,11
Five Farms Estate,2
Five Farms Estate,21
Five Farms Estate,22
Five Farms Estate,23
Five Farms Estate,24
Five Farms Estate,25
Five Farms Estate,26
Five Farms Estate,28
Five Farms Estate,29
Five Farms Estate,3
Five Farms Estate,30
Five Farms Estate,6
Five Farms Estate,7
Five Farms Estate,8
Five Farms Estate,9
Flinders Park Estate,1A
Flinders Park Estate,1B
Flinders Park Estate,2
Flinders View Drysdale,1
Flinders Walk,1
Flinders Walk,2
Flockhard St,1
Florian Estate,1
Florian Estate,2
Florian Estate,3
Florian Estate,4
Florian Estate,5
Florian Estate,6
Florian Estate,7
Florian Estate,8
Floriana,1
Floriana,2
Forrest Green,1
Forrest Green,2
Forrest Green,2A
Forrest Green - The Precinct,1
Forrest Green - The Precinct,2
Franklin North,1W
Franklin North,9
Franklin Place,4
GEM Estate,1
GEM Estate,2
GEM Estate,3
GEM Estate,4
Galway Gold,1
Galway Gold,2
Galway View Estate,1
Galway View Estate,2
Gardenia Estate,1
Gardenia Estate,2
Gardenia Estate,3
Gardenia Estate,4
Gateway Estate,1
Gateway Estate,15
Gateway Estate,16
Gateway Estate,17
Gateway Estate,18
Gateway Estate,2
Gateway Estate,3
Gateway Estate,5
Gateway Estate,6
Gateway Estate,8
Gen Fyansford,3
Gen Fyansford,3.2
Gen Fyansford,3.3
Gen Fyansford,8B
Girvan Place,
Glenlee,1
Glenlee,10
Glenlee,11
Glenlee,12
Glenlee,13
Glenlee,14
Glenlee,2
Glenlee,3
Glenlee,4
Glenlee,5
Glenlee,6
Glenlee,7
Glenlee,8
Glenlee,9
Glenmore,1
Glenmore,2
Glenmore,3
Glenn Crest Estate,1
Glenn Crest Estate,2
Glenn Crest Estate,3
Golden Meadows Estate,3
Golden Rise,1
Golden Win,1
Goldenvue,1
Grace Estate,1
Grace Estate,10
Grace Estate,11
Grace Estate,2
Grace Estate,3
Grace Estate,4
Grace Estate,5
Grace Estate,6
Grace Estate,7
Grace Estate,8
Grand Central Estate,1
Grand Central Estate,10
Grand Central Estate,11
Grand Central Estate,12
Grand Central Estate,13
Grand Central Estate,14
Grand Central Estate,15
Grand Central Estate,16
Grand Central Estate,17
Grand Central Estate,18
Grand Central Estate,1C
Grand Central Estate,2
Grand Central Estate,3
Grand Central Estate,4
Grand Central Estate,5A
Grand Central Estate,6A
Grand Central Estate,7
Grand Central Estate,8
Grand Central Estate,9
Grand Vue,2
Grand Vue,3
Grandview Estate,1
Grandview Estate,10
Grandview Estate,11
Grandview Estate,12
Grandview Estate,13
Grandview Estate,14
Grandview Estate,15
Grandview Estate,16
Grandview Estate,17
Grandview Estate,18
Grandview Estate,19
Grandview Estate,2
Grandview Estate,20
Grandview Estate,21
Grandview Estate,22
Grandview Estate,23
Grandview Estate,25
Grandview Estate,3A
Grandview Estate,3B
Grandview Estate,3C
Grandview Estate,4A
Grandview Estate,4B
Grandview Estate,4C
Grandview Estate,6
Grandview Estate,7
Grandview Estate,8
Grandview Estate,9
Grandvue Estate,1
Grandvue Estate,11
Grandvue Estate,12
Grandvue Estate,13
Grandvue Estate,14
Grandvue Estate,2
Grandvue Estate,3
Grandvue Estate,6
Grandvue Estate,8
Grandvue Estate,9
Grandvue Estate,9A
Grange Estate,1A
Grange Estate,1B
Grange Estate,2A
Grange Estate,2B
Grange Estate,3A
Grange Estate,3B
Grange Estate,Saddlebred
Grass Tree Valley Estate,1
Gravenall,1
Green Valley,1
Green Valley,2
Green Village,1
Greenvale Central Estate,1
Greenvale Central Estate,2
Greenvale Gardens Estate,14
Greenvale Lakes Estate,15
Greenview Estate,1
Greenwich - Botanic,1
Greenwich - Botanic,2
Greenwich - Cranbourne East,1
Greenwich - Cranbourne East,2
Greenwich - Cranbourne East,3
Greenwood,1
Greenwood,3
Greenwood,8
Grow Estate,2
Grow Estate,3
Grow Estate,4
Grow Estate,5
Gumtree Estate,1
Habitat Estate - Cranbourne East,1
Habitat Estate - Tarneit,10
Habitat Estate - Tarneit,11
Habitat Estate - Tarneit,12
Habitat Estate - Tarneit,13
Habitat Estate - Tarneit,14
Habitat Estate - Tarneit,16
Habitat Estate - Tarneit,17
Habitat Estate - Tarneit,18
Habitat Estate - Tarneit,19
Habitat Estate - Tarneit,2
Habitat Estate - Tarneit,20
Habitat Estate - Tarneit,4
Habitat Estate - Tarneit,5
Habitat Estate - Tarneit,6
Habitat Estate - Tarneit,7
Habitat Estate - Tarneit,8
Habitat Estate - Tarneit,9
Hamilton Heights,1
Hamilton Rise Estate,3
Hamilton Rise Estate,4
Hamilton Rise Estate,5
Hamlet Estate,1
Hamlet Estate,2
Harcrest Estate,5
Harcrest Estate,6
Harcrest Estate,9
Harli,1
Harli,3
Harli,4
Harlow,1
Harlow,2
Harlow,3
Harlow,4
Harlow,6
Harmony,1
Harmony,2
Harmony,3
Harmony,4
Harmony,6
Harpley Estate,1
Harpley Estate,10
Harpley Estate,102
Harpley Estate,103
Harpley Estate,11
Harpley Estate,14
Harpley Estate,16
Harpley Estate,17
Harpley Estate,18
Harpley Estate,22
Harpley Estate,24
Harpley Estate,26
Harpley Estate,29
Harpley Estate,31
Harpley Estate,32
Harpley Estate,33
Harpley Estate,42
Harpley Estate,51
Harpley Estate,52
Harpley Estate,53
Harpley Estate,54
Harpley Estate,61A
Harpley Estate,62
Harpley Estate,63
Harpley Estate,64
Harpley Estate,65
Harpley Estate,66
Harpley Estate,67
Harpley Estate,68
Harpley Estate,69
Harpley Estate,7
Harpley Estate,70
Harpley Estate,71
Harpley Estate,72
Harpley Estate,73
Harpley Estate,74
Harpley Estate,75
Harpley Estate,76
Harpley Estate,77
Harpley Estate,81
Harpley Estate,82
Harpley Estate,83
Harpley Estate,84
Harriot,1
Harriot,11
Harriot,12
Harriot,2
Harriot,3
Harriot,4
Harriot,4A
Harriot,4B
Harriot,5
Harriot,6
Harriot,7
Harriot,8
Harriot,8B
Hartleigh Estate,1
Hartleigh Estate,11
Hartleigh Estate,12
Hartleigh Estate,13
Hartleigh Estate,14
Hartleigh Estate,15
Hartleigh Estate,16
Hartleigh Estate,17
Hartleigh Estate,18
Hartleigh Estate,2
Hartleigh Estate,3
Hartleigh Estate,4
Hartleigh Estate,5
Hartleigh Estate,6
Hartleigh Estate,7
Hartleigh Estate,8
Hartleigh Estate,9
Harvest Home Estate,1
Haven - Tarneit Estate,4
Haven - Tarneit Estate,5
Haven - Tarneit Estate,6
Haven - Tarneit Estate,7
Haven - Wollert Estate,1
Haven - Wollert Estate,2
Haven - Wollert Estate,3
Haven - Wollert Estate,4
Haven - Wollert Estate,5
Haymont Estate,1
Haymont Estate,2
Haymont Estate,3
Haymont Estate,4
Haymont Estate,5
Haymont Estate,6
Haymont Estate,7
Hayston Views Estate,1
Hazelcroft Estate,2
Hazelcroft Estate,5
Heartford Estate,1
Heartford Estate,2
Heartford Estate,3
Heartford Estate,4
Heartford Estate,5
Heartford Estate East Village,1
Heartland,1
Heartland,2
Heartland,3
Heartlands Estate,13
Heartlands Estate,16
Heartlands Estate,17
Heartlands Estate,17B
Heartlands Estate,19
Heartlands Estate,19b
Heartlands Estate,25
Heartlands Estate,27
Heartlands Estate,28
Heartlands Estate,29
Heathfield Estate - Fraser Rise,1
Heathfield Estate - Fraser Rise,1B
Heathfield Estate - Fraser Rise,2
Heathfield Estate - Fraser Rise,3
Heathfield Estate - Officer,1
Heathfield Estate - Officer,4
Heathmont,1
Heming On Pound,1
Heritage,1
Heritage,2
Heritage,3
Heritage Mews Estate,1
Heritage Mews Estate,3
Heritage Mews Estate,4
Heritage Place,2
Heritage Place,7
Heritage Place,8
Heritage Rise,4
Heritage Rise,5
Heritage Rise,6
Heritage Views Estate,1
Heritage Views Estate,2
Hidden Valley Estate,3
Hidden Valley Estate,3D
Highfields,1
Highgate,1
Highgate,2
Highgrange Estate,4
Highgrange Estate,5
Highgrove Estate,10
Highgrove Estate,12
Highgrove Estate,14
Highgrove Estate,20
Highgrove Estate,9
Highlands Estate,170
Highlands Estate,177
Highlands Estate,204
Highlands Estate,211
Highlands Estate,216
Highlands Estate,218
Highlands Estate,221
Highlands Estate,223
Highlands Estate,224
Highlands Estate,225
Highlands Estate,228
Highlands Estate,243
Highlands Estate,244
Highlands Estate,246
Highlands Estate,253
Highlands Estate,254
Highlands Estate,255
Highlands Estate,257
Highlands Estate,261
Highlands Estate,262
Highlands Estate,280
Highlands Estate,284
Highlands Estate,286
Highlands Estate,290
Highlands Estate,302
Highlands Estate,303
Highlands Estate,304
Highlands Estate,309
Highlands Estate,310
Highlands Estate,312
Highlands Estate,314
Highlands Estate,315
Highlands Estate,317
Highlands Estate,319
Highlands Estate,320
Highlands Estate,331
Highlands Estate,332
Highlands Estate,333
Highlands Estate,334
Highlands Estate,337
Highlands Estate,341
Highlands Estate,342
Highlands Estate,343
Highlands Estate,344
Highlands Estate,345
Highlands Estate,346
Highlands Estate,347
Highlands Estate,351
Highlands Estate,353
Highlands Estate,362
Highlands Estate,363
Highlands Estate,366
Highlands Estate,404
Highlands Estate,405
Highlands Estate,406
Highlands Estate,407
Highlands Estate,408
Highlands Estate,409
Highlands Estate,410
Highlands Estate,411
Highlands Estate,412
Highlands Estate,430
Highlands Estate,431
Highlands Estate,438
Highlands Estate,451
Highlands Estate,603
Highlands Estate,701
Highlands Estate,702
Highton Ridge Estate,10C
Highton Ridge Estate,6B
Highton Ridge Estate,7
Highton Ridge Estate,7B
Highton Ridge Estate,8B
Highton Ridge Estate,9A
Highton Ridge Estate,9B
Highton Ridge-Highpoint Release Estate,9
Highview Estate,37
Highview Estate,39
Highview Estate,45
Highview Estate,49
Hillgrove Estate,1
Hillgrove Estate,10
Hillgrove Estate,11
Hillgrove Estate,12
Hillgrove Estate,13
Hillgrove Estate,14
Hillgrove Estate,2
Hillgrove Estate,3
Hillgrove Estate,4
Hillgrove Estate,5
Hillgrove Estate,6
Hillgrove Estate,7A
Hillgrove Estate,8
Hillgrove Estate,9
Hillstowe,1
Hillstowe,2
Hillstowe,3
Hillstowe,4
Hillstowe,7
Hilltop,2
Hillview Heights Estate,1
Hillview Heights Estate,21
Hillview Heights Estate,22
Hillview Heights Estate,23
Hillview South,2
Holt,1
Homelea,2
Homestead Road (Saltwater Prom),1
Horizon,1
Horizon Cove Estate,4
Hunter Park Estate,4
Hunter Park Estate,5
Infinity Estate,11
Infinity Estate,14
Ironwood,6
Iverness,1
Iverness,2
Ivy,1
Jackson's View Estate,17
Jackson's View Estate,24
Janson Views Estate,1A
Janson Views Estate,1B
Janson Views Estate,2
Jawaid,1
Jawaid,3
Jefferson Estate,1
Jennifer Court,1
Jessefield Estate,1
Jetty North,1
Jetty North,2
Jubilee Estate,10
Jubilee Estate,11
Jubilee Estate,12
Jubilee Estate,13
Jubilee Estate,14
Jubilee Estate,15
Jubilee Estate,16
Jubilee Estate,17
Jubilee Estate,18
Jubilee Estate,19
Jubilee Estate,2
Jubilee Estate,20
Jubilee Estate,21
Jubilee Estate,25
Jubilee Estate,26
Jubilee Estate,27
Jubilee Estate,28
Jubilee Estate,29
Jubilee Estate,3
Jubilee Estate,36
Jubilee Estate,4
Jubilee Estate,40
Jubilee Estate,41
Jubilee Estate,42
Jubilee Estate,43
Jubilee Estate,44
Jubilee Estate,5
Jubilee Estate,52
Jubilee Estate,56
Jubilee Estate,57
Jubilee Estate,58
Jubilee Estate,6
Jubilee Estate,68
Jubilee Estate,7
Jubilee Estate,70
Jubilee Estate,8
Jubilee Estate,9
Jubilee Estate,91
Jubilee Estate,92
Jubilee Estate Urban Square,50
Jubilee Estate Urban Square,51
Jubilee Estate Urban Square,52
Jubilee Estate Urban Square,53
Jubilee Estate Urban Square,54
Jubilee Estate Urban Square,55
KDRB,1
Kaduna Park Estate,11
Kaduna Park Estate,14
Kaduna Park Estate,15
Kaduna Park Estate,2
Kaduna Park Estate,3
Kaduna Park Estate,4
Kaduna Park Estate,5
Kaduna Park Estate,6
Kaduna Park Estate,7
Kaduna Park Estate,8
Kala Estate,1
Kala Estate,2
Kallo Estate,11
Kallo Estate,12
Kallo Estate,13
Kallo Estate,14
Kallo Estate,15
Kallo Estate,16
Kallo Estate,17
Kallo Estate,18
Kallo Estate,18B
Kallo Estate,2
Kallo Estate,3
Kallo Estate,5
Kallo Estate,6
Kallo Estate,8
Kallo Estate,9
Katalia Estate,101
Katalia Estate,102
Katalia Estate,103
Katalia Estate,104
Katalia Estate,105
Katalia Estate,106
Katalia Estate,107
Katalia Estate,108
Katalia Estate,201
Katalia Estate,202
Katalia Estate,203
Katalia Estate,204
Katalia Estate,205
Katalia Estate,206
Katalia Estate,207
Katalia Estate,209
Katalia Estate,210
Katalia Estate,211
Katalia Estate,211B
Katalia Estate,212
Katalia Estate,213
Katalia Estate,213B
Katalia Estate,214
Katalia Estate,301
Katandra Rise Estate,11
Katandra Rise Estate,13
Katandra Rise Estate,15
Katandra Rise Estate,4
Katandra Rise Estate,5
Kaylana,1
Kelly on Lithgow,1A
Kelly on Lithgow,2
Kendal Estate,1
Kensington Estate,17
Kerani Heights,1
Kerani Heights,2
Kerani Heights,4
Kerani Heights,5
Kerani Heights,6
Key West,1
Key West,2
Key West,3
Key West,4
Key West,6
Key West,7
Key West,8
Kilmore Fields Estate,1
Kimberley - Keysborough,1
Kimberley - Sunbury,1
Kimberley - Sunbury,3
Kimberley - Sunbury,4
Kimberley - Sunbury,5
Kinbrook Estate,1
Kinbrook Estate,11
Kinbrook Estate,16
Kinbrook Estate,17
Kinbrook Estate,18
Kinbrook Estate,19
Kinbrook Estate,2
Kinbrook Estate,20
Kinbrook Estate,21
Kinbrook Estate,22
Kinbrook Estate,24
Kinbrook Estate,25
Kinbrook Estate,26
Kinbrook Estate,30
Kinbrook Estate,31
Kinbrook Estate,32
Kinbrook Estate,5
Kinbrook Estate,6
Kinbrook Estate,7
Kinbrook Estate,8
Kingbird Estate,1
Kingbird Estate,13
Kingbird Estate,14
Kingbird Estate,15
Kingbird Estate,2
Kingbird Estate,3
Kings Leigh Estate,10
Kings Leigh Estate,11
Kings Leigh Estate,12
Kings Leigh Estate,13
Kings Leigh Estate,14
Kings Leigh Estate,3
Kings Leigh Estate,4
Kings Leigh Estate,5
Kings Leigh Estate,6
Kings Leigh Estate,9
Kingsfield,1
Kingsfield,12
Kingsfield,13
Kingsfield,14
Kingsfield,15
Kingsfield,16
Kingsfield,17
Kingsfield,18
Kingsfield,19
Kingsfield,2
Kingsfield,20
Kingsfield,21
Kingsfield,22
Kingsfield,3
Kingsfield,4
Kingsfield,5
Kingsfield,7
Kingsfield,8
Kingsfield,9
Kingsley Place Estate,1
Kingston Estate,31
Kingston Estate,33
Kingston Estate,4
Kingston Estate,5
Kingston Estate,6
Kinley Estate,1
Kinley Estate,2
Kinley Estate,3
Kinley Estate,4
Kinship,1
Kirkwood,1
Kirkwood,2
Lakeland Estate,2
Lakeland Estate,3
Lakeland Estate,4
Lakeland Estate,5
Lakeland Estate,EB11
Lakeland Estate,EB12
Lakeland Estate,EB13
Lakeland Estate,EB14
Lakeland Estate,EB15
Lakeside,1
Lakeside,2
Lakeside Estate,1
Langley Park,3
Langley Park,4
Langley Park,5
Lantix,2
Lara Lakes,1
Lara Lakes,10
Lara Lakes,11
Lara Lakes,2
Lara Lakes,3
Lara Lakes,4
Lara Lakes,5
Lara Lakes,6
Lara Lakes,7
Lara Lakes,8
Lara Views Estate,7
Laurier,1
Laurier,2
Lavender Estate,1
Lavender Estate,2
Lavender Estate,3
Lavender Estate,4
Lavender Estate,5
Lavender Estate,6
Lavender Estate,7
Lavender Estate,8
Lavinia Estate,2
Layaland Estate,1
Leafwood,1
Leafy,1
Leopold Estate,1
Leopold Green Estate,1
Lera Estate,10
Liberty Park,2
Life Estate,1
Life Estate,10
Life Estate,11
Life Estate,12
Life Estate,13
Life Estate,15A
Life Estate,15B
Life Estate,16
Life Estate,2
Life Estate,3
Life Estate,4
Life Estate,5
Life Estate,6
Life Estate,9
Lilium Estate,10
Lilium Estate,10A
Lilium Estate,11
Lilium Estate,2
Lilium Estate,3
Lilium Estate,4
Lilium Estate,5
Lilium Estate,6
Lilium Estate,7
Lilium Estate,8
Lilium Estate,9
Lillifield,1
Lillifield,2
Lillifield,3
Lilydale Estate,3
Little Creek Estate,1
Little Green Estate,1
Little Green Estate,3
Little Green Estate,4
Little Green Estate,5
Little Green Estate,6
Little Green Estate,7
Little Hampton,1
Little Hampton,2
Little Hampton,4
Little Springs,1
Little Springs,1a
Little Springs,2
Little Springs,3
Little Springs,4
Little Springs,5
Little Springs,6
Little Springs,8
Lochaven Estate,10
Lochaven Estate,2
Lochaven Estate,7
Loom Estate,1
Loom Estate,2
Loom Estate,3
Loom Estate,4
Lord Place Estate,1
Lot 2 No. 60 Longley St,1
Lot 237 Woodcutters Way,
Lot 27 No. 12 Indra Street,1
Lot 54 No. 11 Castle Court,1
Lucas Central,3A
Lucas Central,3F
Lucas Central,3GB
Lucas Central,3H
Lucas Dawn Estate,D1
Lucas Estate,C4
Lucas Gibson,4E
Lucas Grange Estate,1B
Lucas Grange Estate,1F
Lucas Grange Estate,1G
Lucas Grange Estate,1J
Lucas Grange Estate,2A
Lucas Grange Estate,2B
Lucas Grange Estate,2C
Lucas Grange Estate,2E
Lucas Grange Estate,2G
Lucas Grange Estate,4C
Lucas Grange Estate,4D
Lucas Grange Estate,4F
Lucas Grange Estate,4G
Lucas Grange Estate (Butler Street Stage),13
Lucas Landing Estate,B5
Lucas Landing Estate,E3
Lucas Metro Estate,Z2
Lucas Parkside,3GB
Lucas Platinum,F3B
Lucas Platinum,F5
Lucas Platinum,M1
Lucas Platinum,M2
Lucas Platinum,M3
Lucas Platinum,X9
Lucas Rise Estate,C1
Lucas Rise Estate,C2
Lucas Rise Estate,C3
Lucas Rise Estate,E1
Lucas Rise Estate,E2
Lucas Rise Estate,F1
Lucas Rise Estate,F2
Lucas Rise Estate,F3
Lucas Rise Estate,G1
Lucas Rise Estate,G2
Lucas Rise Estate,G3
Lucas Rise Estate,G4
Lucas Rise Estate,H4
Lucas Rise Estate,X12
Lucas Sanctuary,H1
Lucas Sanctuary,H2
Lucas Sanctuary,H3
Lucas Sanctuary,H4
Lucas Sanctuary,J1
Lucas Sanctuary,J2
Lucas Sanctuary,K1
Lucas Sanctuary,K2
Lucas Sanctuary,K3
Lucas Sanctuary,L1
Lucas Sanctuary,L2
Lucas Sanctuary,L3
Lucas Sanctuary,L4
Lucio,1
Lyall Park Estate,1
Lynbrook Estate,28
Lyndale,1
Lyndarum North,10
Lyndarum North,12
Lyndarum North,16
Lyndarum North,17
Lyndarum North,18
Lyndarum North,19
Lyndarum North,20
Lyndarum North,7
Lyndarum North,8
Lyndarum North,9
Lyra,1
Lyra,2
Lyra,3
Lyra,4
Lyra,5
Lyra,6
Lyra,7
Lyra,8
M Estate,1
Madison Hill,1
Mail Run Estate,4
Mail Run Estate,7
Majesty,1
Majesty,2
Majesty,3
Majesty,4
Mambourin Estate,1
Mambourin Estate,10
Mambourin Estate,11
Mambourin Estate,12
Mambourin Estate,15
Mambourin Estate,16
Mambourin Estate,17
Mambourin Estate,18
Mambourin Estate,19
Mambourin Estate,2
Mambourin Estate,20
Mambourin Estate,21
Mambourin Estate,22
Mambourin Estate,23
Mambourin Estate,27
Mambourin Estate,3
Mambourin Estate,34B
Mambourin Estate,4
Mambourin Estate,41
Mambourin Estate,5
Mambourin Estate,6
Mambourin Estate,7
Mambourin Estate,8
Mambourin Estate,9
Mambourin Green,1
Mambourin Green,2
Mambourin Green,3
Mambourin Green,4
Mambourin Green,5
Mambourin Green,6
Mandalay Estate,18A
Mandalay Estate,21
Mandalay Estate,23A
Mandalay Estate,25
Mandalay Estate,28
Mandalay Estate,29
Mandalay Estate,30
Mandalay Estate,31
Mandalay Estate,32
Mandalay Estate,33
Mandalay Estate,34
Mandalay Estate,35
Mandalay Estate,36
Mandalay Estate,37
Mandalay Estate,38
Mandalay Estate,38B
Mandalay Estate,39
Mandalay Estate,40
Mandalay Estate,41
Mandalay Estate,42
Mandalay Estate,43
Mandalay Estate,44
Mandalay Estate,45
Mandalay Estate,46A
Mandalay Estate,47A
Mandalay Estate,48
Mandalay Estate,49
Mandalay Estate,50
Mandalay Estate,51
Mandalay Estate,52
Mandalay Estate,53
Mandalay Estate,54
Mandalay Estate,55
Mandalay Estate,56
Mandalay Estate,63
Mandalay Estate,64
Mandalay Estate,65
Mandalay Estate,66
Mandalay Estate,67
Manhatten Place,1
Mannagum View,1
Mannagum View,2
Manor Lakes - Lollipop Hill Estate,135
Manor Lakes - Lollipop Hill Estate,136
Manor Lakes - Lollipop Hill Estate,138
Manor Lakes - Lollipop Hill Estate,140
Manor Lakes - Lollipop Hill Estate,144
Manor Lakes - Lollipop Hill Estate,149
Manor Lakes - Lollipop Hill Estate,162
Manor Lakes - Lollipop Hill Estate,166
Manor Lakes - Lollipop Hill Estate,168
Manor Lakes - Lollipop Hill Estate,169
Manor Lakes - Lollipop Hill Estate,170
Manor Lakes - Lollipop Hill Estate,171
